Datetime,Open,High,Low,Close,% Change,Volume
2023-11-21 15:30:00,241.07,241.86,240.82,241.24,0.07%,6475819
2023-11-22 09:30:00,243.41,244.01,232.59,234.37,-3.72%,40037207
2023-11-22 10:30:00,234.37,236.09,231.46,231.97,-1.02%,21833389
2023-11-22 11:30:00,231.96,233.75,231.71,232.39,0.19%,13371522
2023-11-22 12:30:00,232.39,234.23,231.57,234.18,0.77%,11010944
2023-11-22 13:30:00,234.18,234.82,232.95,233.21,-0.41%,11111214
2023-11-22 14:30:00,233.18,233.36,231.4,233.08,-0.04%,11377377
2023-11-22 15:30:00,233.08,234.5,233.01,234.21,0.49%,6988335
2023-11-24 09:30:00,233.75,236.82,232.33,235.36,0.69%,26995527
2023-11-24 10:30:00,235.36,238.75,235.18,237.85,1.06%,17856356
2023-11-24 11:30:00,237.82,238.22,236.63,237.35,-0.20%,11802980
2023-11-24 12:30:00,237.35,237.52,235.92,235.93,-0.60%,3199382
2023-11-27 09:30:00,237.43,237.8,232.1,234.19,-1.36%,35260133
2023-11-27 10:30:00,234.19,236.35,233.57,234.35,0.07%,17714835
2023-11-27 11:30:00,234.33,237.0,234.02,236.98,1.13%,13152895
2023-11-27 12:30:00,236.98,238.33,236.68,237.44,0.19%,14623754
2023-11-27 13:30:00,237.44,237.95,236.5,237.08,-0.15%,10570614
2023-11-27 14:30:00,237.08,237.62,235.72,236.65,-0.18%,11588271
2023-11-27 15:30:00,236.66,237.18,235.98,236.11,-0.23%,6692697
2023-11-28 09:30:00,236.68,239.19,234.31,235.79,-0.38%,33685616
2023-11-28 10:30:00,235.75,241.99,234.01,240.95,2.21%,30528092
2023-11-28 11:30:00,240.96,242.87,240.77,242.58,0.67%,21466831
2023-11-28 12:30:00,242.56,244.0,241.55,243.82,0.52%,17535527
2023-11-28 13:30:00,243.83,245.62,243.65,245.41,0.65%,17354717
2023-11-28 14:30:00,245.41,246.43,244.86,245.39,-0.01%,14700567
2023-11-28 15:30:00,245.37,247.0,240.68,246.72,0.55%,9548228
2023-11-29 09:30:00,249.21,252.75,247.72,251.23,0.81%,43770425
2023-11-29 10:30:00,251.25,251.55,245.36,245.57,-2.26%,24491639
2023-11-29 11:30:00,245.6,249.04,245.54,248.96,1.37%,15101002
2023-11-29 12:30:00,248.97,249.06,246.44,247.11,-0.75%,12813359
2023-11-29 13:30:00,247.12,247.5,245.76,246.26,-0.35%,11841055
2023-11-29 14:30:00,246.26,246.31,242.76,243.16,-1.26%,16512627
2023-11-29 15:30:00,243.17,244.59,243.11,244.15,0.40%,8199606
2023-11-30 09:30:00,245.14,245.22,239.51,243.44,-0.69%,36209220
2023-11-30 10:30:00,243.46,244.47,239.66,239.88,-1.47%,20443914
2023-11-30 11:30:00,239.88,241.09,239.1,240.18,0.13%,15179493
2023-11-30 12:30:00,240.19,241.6,239.28,239.72,-0.19%,12937627
2023-11-30 13:30:00,239.72,240.31,238.23,239.96,0.10%,12038592
2023-11-30 14:30:00,239.95,241.85,238.74,239.42,-0.22%,14631549
2023-11-30 15:30:00,239.46,240.51,236.91,239.99,0.22%,13016128
2023-12-01 09:30:00,233.14,236.33,231.9,233.26,0.05%,37892650
2023-12-01 10:30:00,233.26,237.71,232.33,236.99,1.60%,22005444
2023-12-01 11:30:00,236.97,239.5,235.82,239.48,1.06%,18619418
2023-12-01 12:30:00,239.48,240.19,238.23,238.91,-0.24%,13119956
2023-12-01 13:30:00,238.91,239.01,236.62,238.07,-0.35%,11007136
2023-12-01 14:30:00,238.09,238.92,237.55,238.65,0.24%,10548729
2023-12-01 15:30:00,238.66,239.08,238.03,238.79,0.06%,6713128
2023-12-04 09:30:00,235.75,239.37,234.68,235.8,0.02%,30248423
2023-12-04 10:30:00,235.81,236.31,233.29,235.44,-0.16%,18816176
2023-12-04 11:30:00,235.45,237.54,235.0,237.17,0.73%,12962057
2023-12-04 12:30:00,237.18,238.42,236.42,236.46,-0.30%,9701734
2023-12-04 13:30:00,236.46,237.59,235.9,237.12,0.28%,10795561
2023-12-04 14:30:00,237.13,237.43,235.73,236.13,-0.42%,10782701
2023-12-04 15:30:00,236.14,237.09,235.42,235.56,-0.25%,7669184
2023-12-05 09:30:00,233.87,243.29,233.7,242.1,3.52%,35861112
2023-12-05 10:30:00,242.12,246.66,241.98,244.73,1.07%,26763083
2023-12-05 11:30:00,244.7,245.09,242.55,243.4,-0.53%,16158332
2023-12-05 12:30:00,243.43,243.55,239.74,240.1,-1.37%,18035353
2023-12-05 13:30:00,240.11,240.35,237.59,239.22,-0.37%,17645870
2023-12-05 14:30:00,239.22,240.45,238.03,239.39,0.07%,13432238
2023-12-05 15:30:00,239.39,239.94,238.17,238.73,-0.28%,7735320
2023-12-06 09:30:00,242.92,246.2,241.35,242.03,-0.37%,39241808
2023-12-06 10:30:00,242.04,245.31,241.96,245.14,1.28%,19774018
2023-12-06 11:30:00,245.12,245.39,243.1,244.61,-0.21%,14707863
2023-12-06 12:30:00,244.63,246.57,242.06,242.41,-0.91%,17638333
2023-12-06 13:30:00,242.42,243.02,241.26,241.65,-0.32%,11457702
2023-12-06 14:30:00,241.66,243.12,239.79,239.96,-0.70%,11879551
2023-12-06 15:30:00,239.95,240.79,239.17,239.41,-0.22%,8200217
2023-12-07 09:30:00,241.55,242.7,236.98,240.05,-0.62%,31313004
2023-12-07 10:30:00,240.02,244.08,239.25,242.07,0.85%,22568561
2023-12-07 11:30:00,242.05,243.35,241.12,241.27,-0.32%,13296763
2023-12-07 12:30:00,241.28,241.3,239.4,239.99,-0.54%,12654073
2023-12-07 13:30:00,239.99,241.87,239.92,241.42,0.60%,9517512
2023-12-07 14:30:00,241.42,241.83,240.32,241.79,0.15%,8359489
2023-12-07 15:30:00,241.79,242.86,241.32,242.64,0.35%,6812461
2023-12-08 09:30:00,240.27,244.9,239.27,244.66,1.83%,29379280
2023-12-08 10:30:00,244.64,245.27,242.5,244.26,-0.16%,18145451
2023-12-08 11:30:00,244.26,244.67,240.48,241.34,-1.20%,14693053
2023-12-08 12:30:00,241.38,242.74,240.69,242.54,0.48%,10725047
2023-12-08 13:30:00,242.54,244.33,242.5,244.01,0.61%,10275616
2023-12-08 14:30:00,244.01,244.74,243.05,243.77,-0.10%,11178802
2023-12-08 15:30:00,243.77,244.0,243.22,243.77,0,6101648
2023-12-11 09:30:00,242.0,243.05,239.45,239.55,-1.01%,29064896
2023-12-11 10:30:00,239.59,242.07,239.33,239.75,0.07%,15836962
2023-12-11 11:30:00,239.76,239.9,237.45,238.71,-0.44%,13669728
2023-12-11 12:30:00,238.71,239.67,238.29,238.72,0.00%,9403390
2023-12-11 13:30:00,238.7,240.38,238.12,240.2,0.63%,9416266
2023-12-11 14:30:00,240.2,240.67,239.08,239.61,-0.25%,11084476
2023-12-11 15:30:00,239.61,240.0,239.16,239.65,0.02%,6555951
2023-12-12 09:30:00,238.55,238.99,233.87,236.0,-1.07%,31327712
2023-12-12 10:30:00,235.99,236.62,234.33,235.69,-0.13%,15544486
2023-12-12 11:30:00,235.71,236.0,233.88,234.37,-0.57%,11017710
2023-12-12 12:30:00,234.37,235.87,234.33,234.69,0.14%,9815726
2023-12-12 13:30:00,234.67,236.99,234.54,236.75,0.89%,10245349
2023-12-12 14:30:00,236.76,237.53,236.27,236.94,0.08%,9312796
2023-12-12 15:30:00,236.95,237.09,236.41,236.97,0.01%,5704249
2023-12-13 09:30:00,234.19,236.9,232.2,233.86,-0.14%,30453262
2023-12-13 10:30:00,233.86,234.46,228.2,229.4,-1.91%,24582388
2023-12-13 11:30:00,229.42,230.88,228.78,230.44,0.44%,17724119
2023-12-13 12:30:00,230.46,231.64,229.7,230.33,-0.06%,11206184
2023-12-13 13:30:00,230.34,234.46,230.01,233.94,1.56%,17291821
2023-12-13 14:30:00,233.95,240.3,232.71,236.81,1.22%,31241800
2023-12-13 15:30:00,236.79,239.3,236.53,239.28,1.05%,11338084
2023-12-14 09:30:00,242.25,248.04,241.78,246.77,1.87%,42318037
2023-12-14 10:30:00,246.75,249.87,246.13,248.28,0.62%,25116567
2023-12-14 11:30:00,248.28,252.3,248.16,252.28,1.61%,23875911
2023-12-14 12:30:00,252.27,253.88,249.41,249.58,-1.07%,24286956
2023-12-14 13:30:00,249.57,250.71,247.2,250.07,0.20%,17958118
2023-12-14 14:30:00,250.05,252.15,249.77,251.1,0.42%,15207547
2023-12-14 15:30:00,251.1,251.55,249.91,251.14,0.02%,9127180
2023-12-15 09:30:00,250.38,253.07,248.3,252.79,0.96%,39296941
2023-12-15 10:30:00,252.8,253.3,250.14,251.87,-0.37%,17981872
2023-12-15 11:30:00,251.87,253.37,250.82,253.19,0.53%,14197106
2023-12-15 12:30:00,253.19,253.68,251.78,252.81,-0.15%,13224094
2023-12-15 13:30:00,252.79,252.98,250.6,250.72,-0.82%,10947852
2023-12-15 14:30:00,250.7,252.3,250.68,251.89,0.47%,8573371
2023-12-15 15:30:00,251.88,254.13,251.86,253.34,0.58%,10078455
2023-12-18 09:30:00,253.78,258.74,252.56,258.39,1.82%,32467551
2023-12-18 10:30:00,258.39,258.49,255.48,255.78,-1.01%,18012954
2023-12-18 11:30:00,255.79,256.37,253.25,254.51,-0.50%,17112510
2023-12-18 12:30:00,254.5,255.38,254.02,254.14,-0.14%,12031644
2023-12-18 13:30:00,254.15,254.97,252.64,252.71,-0.56%,12026431
2023-12-18 14:30:00,252.73,253.62,252.14,252.78,0.02%,12845087
2023-12-18 15:30:00,252.76,252.89,251.36,252.02,-0.29%,7893149
2023-12-19 09:30:00,253.48,256.97,253.01,256.97,1.38%,29493260
2023-12-19 10:30:00,256.96,258.34,255.55,257.93,0.38%,20715436
2023-12-19 11:30:00,257.94,258.15,255.24,256.05,-0.73%,14831676
2023-12-19 12:30:00,256.07,256.45,254.66,256.23,0.06%,11148023
2023-12-19 13:30:00,256.23,256.95,255.2,256.18,-0.02%,11654701
2023-12-19 14:30:00,256.2,256.9,255.57,256.1,-0.04%,8957140
2023-12-19 15:30:00,256.06,257.25,256.01,257.2,0.44%,6208436
2023-12-20 09:30:00,255.5,259.84,254.87,258.48,1.17%,30511696
2023-12-20 10:30:00,258.48,258.92,256.76,256.9,-0.61%,16210798
2023-12-20 11:30:00,256.9,257.67,255.6,255.79,-0.43%,12434680
2023-12-20 12:30:00,255.77,256.93,255.2,256.86,0.43%,10257531
2023-12-20 13:30:00,256.84,257.44,254.5,254.5,-0.91%,10497984
2023-12-20 14:30:00,254.52,254.59,247.29,248.55,-2.34%,28641275
2023-12-20 15:30:00,248.58,249.46,247.0,247.24,-0.54%,12048781
2023-12-21 09:30:00,251.9,253.95,248.55,249.63,-0.90%,33687166
2023-12-21 10:30:00,249.69,253.0,249.53,252.98,1.32%,17319020
2023-12-21 11:30:00,252.98,254.01,250.7,251.28,-0.67%,16519891
2023-12-21 12:30:00,251.3,252.18,250.07,251.23,-0.03%,11023217
2023-12-21 13:30:00,251.26,253.55,251.09,252.95,0.67%,10635270
2023-12-21 14:30:00,252.96,254.62,252.64,254.56,0.63%,10619236
2023-12-21 15:30:00,254.56,254.8,253.74,254.52,-0.02%,6814491
2023-12-22 09:30:00,256.76,258.22,255.03,256.25,-0.20%,29436659
2023-12-22 10:30:00,256.28,256.65,254.26,255.13,-0.45%,14583014
2023-12-22 11:30:00,255.13,256.34,254.83,255.87,0.29%,10871278
2023-12-22 12:30:00,255.88,256.39,255.42,255.54,-0.13%,7162723
2023-12-22 13:30:00,255.52,255.73,251.7,251.79,-1.46%,12774414
2023-12-22 14:30:00,251.79,253.42,251.37,253.33,0.61%,10894475
2023-12-22 15:30:00,253.31,253.34,252.15,252.54,-0.30%,5668758
2023-12-26 09:30:00,254.49,256.98,252.91,256.17,0.66%,23597405
2023-12-26 10:30:00,256.16,257.48,255.39,256.39,0.09%,16301358
2023-12-26 11:30:00,256.41,257.52,256.1,257.45,0.40%,10913268
2023-12-26 12:30:00,257.44,257.82,256.59,257.72,0.11%,10000497
2023-12-26 13:30:00,257.73,257.97,257.21,257.5,-0.09%,7486594
2023-12-26 14:30:00,257.51,257.63,256.18,256.86,-0.25%,9028449
2023-12-26 15:30:00,256.87,257.46,256.34,256.71,-0.06%,6316074
2023-12-27 09:30:00,258.35,263.34,257.52,262.84,1.74%,35431511
2023-12-27 10:30:00,262.83,262.95,260.69,262.25,-0.22%,17608896
2023-12-27 11:30:00,262.25,262.96,261.92,262.47,0.08%,10357630
2023-12-27 12:30:00,262.48,262.92,261.83,262.84,0.14%,9866313
2023-12-27 13:30:00,262.85,263.25,261.61,262.24,-0.23%,10437709
2023-12-27 14:30:00,262.24,262.44,260.14,260.59,-0.63%,9099133
2023-12-27 15:30:00,260.58,261.55,260.45,261.55,0.37%,10075626
2023-12-28 09:30:00,263.66,265.13,259.82,260.88,-1.06%,32431136
2023-12-28 10:30:00,260.87,261.76,258.6,259.0,-0.72%,17827634
2023-12-28 11:30:00,259.0,259.42,258.3,258.98,-0.01%,11563309
2023-12-28 12:30:00,258.98,259.87,256.48,256.69,-0.88%,13046323
2023-12-28 13:30:00,256.71,257.18,255.44,256.01,-0.27%,10863166
2023-12-28 14:30:00,256.02,256.07,252.71,253.97,-0.80%,15313497
2023-12-28 15:30:00,253.96,254.48,252.8,253.19,-0.30%,9115282
2023-12-29 09:30:00,255.1,255.19,251.52,252.59,-0.98%,27174243
2023-12-29 10:30:00,252.6,252.71,247.43,248.02,-1.81%,21336449
2023-12-29 11:30:00,248.04,249.75,247.66,248.46,0.17%,12067133
2023-12-29 12:30:00,248.48,250.0,247.79,249.81,0.54%,11091456
2023-12-29 13:30:00,249.82,251.05,249.36,249.42,-0.16%,9664863
2023-12-29 14:30:00,249.41,250.73,249.4,250.41,0.40%,8632590
2023-12-29 15:30:00,250.4,250.42,248.12,248.49,-0.76%,7525628
2024-01-02 09:30:00,250.0,251.25,244.41,249.61,-0.16%,36427280
2024-01-02 10:30:00,249.6,250.26,246.82,250.0,0.16%,17189459
2024-01-02 11:30:00,249.99,251.0,247.94,248.35,-0.66%,12121725
2024-01-02 12:30:00,248.36,249.13,247.0,248.35,0.00%,9300163
2024-01-02 13:30:00,248.39,249.38,247.3,248.14,-0.10%,8770028
2024-01-02 14:30:00,248.1,248.38,246.33,246.78,-0.53%,9630581
2024-01-02 15:30:00,246.77,248.69,246.06,248.4,0.66%,7973090
2024-01-03 09:30:00,245.5,245.68,236.32,237.93,-3.08%,40913390
2024-01-03 10:30:00,237.96,240.31,237.12,239.04,0.45%,19936039
2024-01-03 11:30:00,239.05,240.87,238.35,240.46,0.59%,13218333
2024-01-03 12:30:00,240.44,241.28,239.86,240.17,-0.11%,10145368
2024-01-03 13:30:00,240.17,241.57,238.8,241.25,0.45%,12651798
2024-01-03 14:30:00,241.28,241.62,238.71,239.25,-0.84%,12699859
2024-01-03 15:30:00,239.26,239.74,237.99,238.42,-0.35%,7664219
2024-01-04 09:30:00,239.25,241.76,237.73,240.48,0.51%,31465260
2024-01-04 10:30:00,240.49,242.7,240.43,241.75,0.52%,17206314
2024-01-04 11:30:00,241.72,242.15,239.78,241.2,-0.22%,11727668
2024-01-04 12:30:00,241.2,241.87,240.35,241.17,-0.01%,9243366
2024-01-04 13:30:00,241.16,241.8,239.01,239.05,-0.88%,10211070
2024-01-04 14:30:00,239.05,240.23,238.68,239.86,0.34%,11165320
2024-01-04 15:30:00,239.88,240.25,237.8,237.96,-0.80%,7923570
2024-01-05 09:30:00,236.86,239.68,234.9,239.2,0.99%,30252931
2024-01-05 10:30:00,239.18,240.12,238.2,238.45,-0.31%,13771103
2024-01-05 11:30:00,238.47,238.85,236.33,236.61,-0.78%,11254227
2024-01-05 12:30:00,236.6,238.09,236.26,237.81,0.51%,9636882
2024-01-05 13:30:00,237.81,239.38,237.78,238.29,0.20%,9676695
2024-01-05 14:30:00,238.3,238.49,236.7,236.96,-0.56%,9461568
2024-01-05 15:30:00,236.95,237.84,236.79,237.43,0.20%,5783967
2024-01-08 09:30:00,236.14,239.2,235.3,236.95,0.34%,25738913
2024-01-08 10:30:00,236.97,238.45,236.05,238.27,0.55%,13642686
2024-01-08 11:30:00,238.26,240.0,237.69,239.21,0.40%,10782053
2024-01-08 12:30:00,239.21,239.87,238.74,238.93,-0.11%,8458017
2024-01-08 13:30:00,238.94,240.25,238.67,239.8,0.36%,9095207
2024-01-08 14:30:00,239.79,241.16,239.67,240.74,0.39%,8604334
2024-01-08 15:30:00,240.77,241.25,240.3,240.38,-0.16%,5631978
2024-01-09 09:30:00,238.11,238.96,232.04,232.33,-2.43%,31344281
2024-01-09 10:30:00,232.32,235.29,232.2,234.3,0.85%,16237364
2024-01-09 11:30:00,234.3,235.58,233.65,234.92,0.26%,12078110
2024-01-09 12:30:00,234.95,235.43,233.82,234.15,-0.34%,9092026
2024-01-09 13:30:00,234.18,235.14,233.31,233.9,-0.12%,9923972
2024-01-09 14:30:00,233.9,235.01,233.88,234.81,0.39%,8441947
2024-01-09 15:30:00,234.82,235.15,233.78,234.88,0.03%,6739054
2024-01-10 09:30:00,235.1,235.5,231.29,233.03,-0.88%,26481426
2024-01-10 10:30:00,233.05,235.08,232.56,232.59,-0.20%,14928391
2024-01-10 11:30:00,232.61,233.99,232.41,232.7,0.04%,10268870
2024-01-10 12:30:00,232.7,233.64,232.02,233.48,0.34%,10698934
2024-01-10 13:30:00,233.47,235.16,233.47,234.54,0.46%,9742673
2024-01-10 14:30:00,234.52,235.25,233.54,233.73,-0.34%,9832697
2024-01-10 15:30:00,233.76,234.04,232.77,233.89,0.06%,6976760
2024-01-11 09:30:00,230.57,230.93,226.04,227.95,-1.13%,37046853
2024-01-11 10:30:00,227.97,228.6,225.54,226.02,-0.86%,16895972
2024-01-11 11:30:00,226.04,227.37,225.37,225.74,-0.13%,11284227
2024-01-11 12:30:00,225.74,227.46,225.74,226.65,0.40%,9271783
2024-01-11 13:30:00,226.66,227.99,226.31,226.94,0.12%,9658588
2024-01-11 14:30:00,226.95,228.63,226.76,228.26,0.58%,10248789
2024-01-11 15:30:00,228.26,228.65,226.32,227.31,-0.42%,7656066
2024-01-12 09:30:00,220.08,225.34,219.6,221.62,0.70%,39270458
2024-01-12 10:30:00,221.6,222.55,220.09,221.8,0.09%,18151945
2024-01-12 11:30:00,221.81,222.0,217.3,218.68,-1.41%,21626644
2024-01-12 12:30:00,218.7,219.85,218.36,219.27,0.26%,11164129
2024-01-12 13:30:00,219.28,219.37,217.78,217.78,-0.68%,10657445
2024-01-12 14:30:00,217.79,218.64,217.15,218.52,0.34%,11259235
2024-01-12 15:30:00,218.54,219.33,218.21,218.82,0.13%,7810716
2024-01-16 09:30:00,215.0,223.49,212.18,222.96,3.70%,42524626
2024-01-16 10:30:00,222.96,223.44,219.75,221.43,-0.69%,20993815
2024-01-16 11:30:00,221.45,222.0,218.53,219.03,-1.09%,14187266
2024-01-16 12:30:00,219.05,221.3,218.91,221.2,0.98%,9992065
2024-01-16 13:30:00,221.23,221.33,219.55,220.06,-0.53%,9025849
2024-01-16 14:30:00,220.07,220.69,219.35,219.62,-0.20%,9002380
2024-01-16 15:30:00,219.63,220.1,219.22,220.0,0.17%,6255499
2024-01-17 09:30:00,214.86,215.56,212.35,213.19,-0.78%,33528396
2024-01-17 10:30:00,213.19,214.63,212.4,213.34,0.07%,16311761
2024-01-17 11:30:00,213.34,214.44,212.51,214.09,0.35%,12590912
2024-01-17 12:30:00,214.1,214.25,212.41,212.8,-0.61%,10378676
2024-01-17 13:30:00,212.79,213.91,212.01,213.89,0.52%,10398732
2024-01-17 14:30:00,213.87,215.18,213.71,214.13,0.12%,9849975
2024-01-17 15:30:00,214.14,215.67,214.07,215.54,0.65%,7007435
2024-01-18 09:30:00,216.88,217.45,213.56,214.3,-1.19%,27637121
2024-01-18 10:30:00,214.4,214.53,210.5,211.98,-1.13%,21847359
2024-01-18 11:30:00,211.99,212.69,209.51,210.64,-0.64%,14509820
2024-01-18 12:30:00,210.65,210.93,208.74,209.28,-0.65%,11509719
2024-01-18 13:30:00,209.26,211.69,209.22,211.57,1.10%,9706704
2024-01-18 14:30:00,211.59,211.94,210.16,211.6,0.00%,11150328
