sweep_id,sweep_idx,timestamp,timestamp_str,sweep_type,zone_idx,zone_level,zone_level_str,sweep_quality_score,zone_state_at_sweep,zone_id,zone_top,zone_bottom,sweep_low,reversal_price,reversal_distance,candle_body,candle_total_range,wick_ratio,lower_wick,upper_wick,pin_bar_bull,pin_bar_bear,volume,volume_spike,volume_zscore,vol_surge,reversal_pattern,mss_confirmed,days_old_at_sweep,sweep_freshness,sweep_maturity,midas_filtered,zone_touch_count,zone_sweep_count,avg_volume,volume_node_score,avg_absorption,volume_confirmation,cancel_to_trade_avg,hidden_rate_avg,hidden_volume_avg,fill_rate_avg,oddlot_rate_avg,oddlot_volume_avg,sweep_high,cutoff_date,outcome,forward_close,forward_pct_move,forward_bars,max_favourable,max_adverse
29_BEA_20231218_1230_254.37,29,2023-12-18 12:30:00,20231218_1230,BEARISH,7,254.36699998038156,254.37,42,active,2023-11-29_to_2023-11-29,254.36699998038156,251.13300001961844,,254.14,1.240000000000009,0.36000000000001364,1.3599999999999852,3.7777777777775934,0.11999999999997613,0.8799999999999955,False,True,12031644.0,False,-0.7685932479469276,False,0,False,19,0.09750000000000003,established,True,0,0,135401300.0,1417124200.0,6.326459049898935,1.0,3.4973279463738907,25.265096674,16.831513185,1.0909138115238397,76.266689207,26.153421073,255.38,2023-12-18,LOSS,257.2,1.204060753915166,10,1.0938852600928517,-1.6526324073345355
30_BEA_20231218_1330_254.37,30,2023-12-18 13:30:00,20231218_1330,BEARISH,7,254.36699998038156,254.37,51,active,2023-11-29_to_2023-11-29,254.36699998038156,251.13300001961844,,252.71,2.259999999999991,1.4399999999999977,2.3300000000000125,1.618055555555567,0.0700000000000216,0.8199999999999932,False,True,12026431.0,False,-0.6899728390923099,False,0,False,19,0.09750000000000003,established,True,0,0,135401300.0,1417124200.0,6.326459049898935,1.0,3.4973279463738907,25.265096674,16.831513185,1.0909138115238397,76.266689207,26.153421073,254.97,2023-12-18,LOSS,257.2,1.7767401369158247,9,0.5342091725693461,-2.2278501048632693
31_BUL_20231221_1230_251.13,31,2023-12-21 12:30:00,20231221_1230,BULLISH,7,251.13300001961844,251.13,61,active,2023-11-29_to_2023-11-29,254.36699998038156,251.13300001961844,250.07,251.23,1.1599999999999966,0.0700000000000216,2.1100000000000136,30.142857142848037,1.1599999999999966,0.8799999999999955,True,True,11023217.0,False,-0.6263480077032162,False,1,False,22,0.0,fading,True,0,0,135401300.0,1417124200.0,6.326459049898935,1.0,3.4973279463738907,25.265096674,16.831513185,1.0909138115238397,76.266689207,26.153421073,,2023-12-21,WIN,252.54,0.5214345420530997,10,2.7823110297337252,-0.055725828921699784
43_BUL_20240110_1230_233.00,43,2024-01-10 12:30:00,20240110_1230,BULLISH,9,232.99825177873885,233.00,49,active,2023-09-27_to_2023-09-27,236.16175188337053,232.99825177873885,232.02,233.48,1.4599999999999795,0.7800000000000011,1.6199999999999761,2.0769230769230433,0.6799999999999784,0.1599999999999966,True,False,10698934.0,False,-0.2760498758526599,False,1,False,105,0.0,stale,True,0,0,136597200.0,1748780000.0,16.05186149515953,1.0,2.9919552452044194,26.86460421,21.515173822,1.3530013090983235,79.08725195,32.529673826,,2024-01-10,WIN,227.31,-2.642624635943116,10,0.7580949117697492,-3.4735309234195584
26_BEA_20240124_1430_207.18,26,2024-01-24 14:30:00,20240124_1430,BEARISH,5,207.18335980006626,207.18,53,active,2023-11-10_to_2023-11-10,207.18335980006626,204.19664508274624,,207.11,2.289999999999992,1.3199999999999932,2.490000000000009,1.886363636363653,0.20000000000001705,0.9699999999999989,False,True,13465828.0,False,-0.2414538026784331,False,0,True,75,0.0,stale,True,0,0,130994000.0,940407900.0,6.762966174849977,1.0,3.187463147759268,26.733614631,16.547089657,1.2545038210746955,79.769762183,29.810987565,209.4,2024-01-24,LOSS,182.56,-11.853604364830288,8,13.06069238568877,-0.5842306020954949
31_BEA_20240716_0930_254.37,31,2024-07-16 09:30:00,20240716_0930,BEARISH,6,254.36699998038156,254.37,66,active,2023-11-29_to_2023-11-29,254.36699998038156,251.13300001961844,,247.69,10.930000000000007,7.6299999999999955,12.819999999999993,1.6802096985583226,1.8899999999999864,3.3000000000000114,False,True,40692664.0,False,1.163699061676805,True,0,True,230,0.0,stale,True,0,0,135401300.0,2082747900.0,6.326459049898935,1.0,3.4973279463738907,25.265096674,16.831513185,1.0909138115238397,76.266689207,26.153421073,258.62,2024-07-16,LOSS,248.49,0.32298437563083343,13,0.6096330090031858,-4.352214461625431
26_BEA_20240717_1030_254.37,26,2024-07-17 10:30:00,20240717_1030,BEARISH,4,254.36699998038156,254.37,65,active,2023-11-29_to_2023-11-29,254.36699998038156,251.13300001961844,,250.02,4.609999999999985,1.0600000000000023,5.930000000000007,5.594339622641504,1.3200000000000216,3.549999999999983,True,True,19770458.0,False,0.15157608636013292,False,0,False,231,0.0,stale,True,0,0,135401300.0,2082747900.0,6.326459049898935,1.0,3.4973279463738907,25.265096674,16.831513185,1.0909138115238397,76.266689207,26.153421073,254.63,2024-07-17,LOSS,249.28,-0.2959763218942521,12,1.535877129829615,-2.8477721782257324
27_BUL_20240718_0930_251.13,27,2024-07-18 09:30:00,20240718_0930,BULLISH,4,251.13300001961844,251.13,76,active,2023-11-29_to_2023-11-29,254.36699998038156,251.13300001961844,247.2,254.38,7.180000000000007,2.519999999999982,8.450000000000017,3.3531746031746343,4.660000000000025,1.2700000000000102,True,False,29721071.0,False,1.4754745595719605,True,1,False,232,0.0,stale,True,0,0,135401300.0,2082747900.0,6.326459049898935,1.0,3.4973279463738907,25.265096674,16.831513185,1.0909138115238397,76.266689207,26.153421073,,2024-07-18,WIN,239.26,-5.943863511282335,13,1.0849909584086763,-6.895196163220375
28_BUL_20240718_1030_251.13,28,2024-07-18 10:30:00,20240718_1030,BULLISH,4,251.13300001961844,251.13,69,active,2023-11-29_to_2023-11-29,254.36699998038156,251.13300001961844,250.33,253.53,3.1999999999999886,0.8700000000000045,5.269999999999982,6.057471264367764,3.1999999999999886,1.1999999999999886,True,True,18828989.0,False,0.23417734285733027,False,1,False,232,0.0,stale,True,0,0,135401300.0,2082747900.0,6.326459049898935,1.0,3.4973279463738907,25.265096674,16.831513185,1.0909138115238397,76.266689207,26.153421073,,2024-07-18,WIN,239.26,-5.628525223839391,12,1.4238946081331538,-6.583047371119788
35_BEA_20240723_0930_254.37,35,2024-07-23 09:30:00,20240723_0930,BEARISH,7,254.36699998038156,254.37,82,active,2023-11-29_to_2023-11-29,254.36699998038156,251.13300001961844,,248.98,6.780000000000001,4.469999999999999,8.060000000000002,1.8031319910514552,1.2800000000000011,2.3100000000000023,False,True,30608719.0,True,2.2745046689994797,True,0,False,237,0.0,stale,True,0,0,135401300.0,2183973300.0,6.326459049898935,1.0,3.4973279463738907,25.265096674,16.831513185,1.0909138115238397,76.266689207,26.153421073,255.76,2024-07-23,LOSS,215.5,-13.446863201863598,13,13.764157763675792,-0.37754036468792584
23_BEA_20240813_1430_207.18,23,2024-08-13 14:30:00,20240813_1430,BEARISH,5,207.18335980006626,207.18,49,active,2023-11-10_to_2023-11-10,207.18335980006626,204.19664508274624,,206.83,0.6099999999999852,0.22999999999998977,1.3899999999999864,6.043478260869775,0.7800000000000011,0.37999999999999545,True,True,5924222.0,False,-0.5153850027641075,False,0,False,277,0.0,stale,True,0,0,130994000.0,940407900.0,6.762966174849977,1.0,3.187463147759268,26.733614631,16.547089657,1.2545038210746955,79.769762183,29.810987565,207.44,2024-08-13,LOSS,201.35,-2.6495189285887046,8,3.9065899531015873,-0.7784170574868178
36_BEA_20240924_0930_254.37,36,2024-09-24 09:30:00,20240924_0930,BEARISH,7,254.36699998038156,254.37,83,active,2023-11-29_to_2023-11-29,254.36699998038156,251.13300001961844,,250.68,6.509999999999991,3.469999999999999,6.680000000000007,1.9250720461095128,0.17000000000001592,3.039999999999992,False,True,36532525.0,True,2.7610749605414866,True,0,False,300,0.0,stale,True,0,0,135401300.0,2183973300.0,6.326459049898935,1.0,3.4973279463738907,25.265096674,16.831513185,1.0909138115238397,76.266689207,26.153421073,257.19,2024-09-24,LOSS,256.99,2.5171533429072928,13,0.650231370671771,-2.5410882399872365
